date,rank_score
2022-08-13,1131909
2022-08-13,4153614
2022-08-13,720639
2022-08-13,803863
2022-08-13,1450063
2022-08-13,3566515
2022-08-13,9154434
2022-08-14,1313763
2022-08-14,2465059
2022-08-14,5294491
2022-08-14,1100004
2022-08-14,1318964
2022-08-14,1263294
2022-08-14,1525523
2022-08-14,2193876
2022-08-14,3706795
2022-08-15,2499653
2022-08-15,836560
2022-08-15,601711
2022-08-15,3402213
2022-08-15,1577019
2022-08-15,6128353
2022-08-15,843903
2022-08-15,547651
2022-08-16,1488498
2022-08-16,2061785
2022-08-16,1232712
2022-08-16,800120
2022-08-16,1479781
2022-08-16,761102
2022-08-17,2290334
2022-08-17,610335
2022-08-17,1649885
2022-08-17,1110237
2022-08-17,1873518
2022-08-17,2815084
2022-08-17,2568466
2022-08-18,1702077
2022-08-18,2365323
2022-08-18,9137187
2022-08-18,2732864
2022-08-18,9867775
2022-08-18,846324
2022-08-18,10492589
2022-08-18,1777932
2022-08-18,730003
2022-08-18,1085214
2022-08-18,1065645
2022-08-18,848169
2022-08-19,892258
2022-08-19,916108
2022-08-19,635910
2022-08-19,1565970
2022-08-19,750049
2022-08-19,1820709
2022-08-19,2694220
2022-08-19,2163394
2022-08-19,1104176
2022-08-19,748960
2022-08-19,2225531
2022-08-20,1214087
2022-08-20,749870
2022-08-20,450542
2022-08-20,1023854
2022-08-20,1547676
2022-08-20,988584
2022-08-20,2465899
2022-08-20,2116087
2022-08-20,2236013
2022-08-21,3322445
2022-08-21,3384908
2022-08-21,899438
2022-08-21,908189
2022-08-21,775458
2022-08-21,1234856
2022-08-21,4080747
2022-08-21,1000425
2022-08-21,628622
2022-08-21,1531116
2022-08-21,1793591
2022-08-21,2182631
2022-08-21,6752003
2022-08-21,4635514
2022-08-21,553006
2022-08-22,1261952
2022-08-22,464814
2022-08-22,426586
2022-08-22,1493610
2022-08-22,2427144
2022-08-22,1225708
2022-08-23,1000654
2022-08-23,2600474
2022-08-23,2335758
2022-08-23,457683
2022-08-23,1395288
2022-08-23,1301813
2022-08-23,1066962
2022-08-23,2788837
2022-08-23,2545192
2022-08-24,819192
2022-08-24,632093
2022-08-24,1800688
2022-08-24,857242
2022-08-24,1281068
2022-08-24,2412639
2022-08-24,2540705
2022-08-24,484351
2022-08-24,2113385
2022-08-25,956880
2022-08-25,844630
2022-08-25,2522961
2022-08-25,742596
2022-08-25,425855
2022-08-25,1721854
2022-08-25,1868914
2022-08-25,2429767
2022-08-25,2751048
2022-08-26,4564354
2022-08-26,1626616
2022-08-26,6391094
2022-08-26,1528663
2022-08-26,2229708
2022-08-26,1410803
2022-08-26,1084424
2022-08-26,2321554
2022-08-26,1656609
2022-08-27,1143954
2022-08-27,1092144
2022-08-27,5951160
2022-08-27,903028
2022-08-27,1826519
2022-08-27,888972
2022-08-27,3168508
2022-08-27,1436168
2022-08-27,1139064
2022-08-27,1060179
2022-08-27,421950
2022-08-28,1539884
2022-08-28,1124908
2022-08-28,1742467
2022-08-28,1798688
2022-08-28,915150
2022-08-28,3020211
2022-08-28,494948
2022-08-28,1606006
2022-08-28,1099828
2022-08-28,1584509
2022-08-28,4113024
2022-08-28,3345084
2022-08-28,2389102
2022-08-29,1234991
2022-08-29,760915
2022-08-30,3711161
2022-08-30,2164061
2022-08-30,436204
2022-08-30,2304071
2022-08-31,5113396
2022-08-31,672853
2022-08-31,2050676
2022-08-31,6546229
2022-08-31,1053315
2022-08-31,2716171
2022-08-31,1028308
2022-08-31,468631
2022-08-31,1856171
2022-09-01,661175
2022-09-01,902190
2022-09-01,1850205
2022-09-01,4408180
2022-09-01,991595
2022-09-01,825135
2022-09-01,2487457
2022-09-02,1150186
2022-09-02,1670894
2022-09-02,4915066
2022-09-02,1791936
2022-09-02,1852769
2022-09-02,650161
2022-09-02,1941745
2022-09-03,2183919
2022-09-03,1640567
2022-09-03,2311797
2022-09-03,1328708
2022-09-03,1126820
2022-09-03,629874
2022-09-04,1582079
2022-09-04,585009
2022-09-04,1634921
2022-09-04,759631
2022-09-04,1374330
2022-09-04,765783
2022-09-04,1072238
2022-09-04,2641347
2022-09-04,1619226
2022-09-04,529923
2022-09-04,1178563
2022-09-04,3547388
2022-09-05,1083289
2022-09-05,1434946
2022-09-05,1544221
2022-09-05,463487
2022-09-05,3945721
2022-09-05,436931
2022-09-05,533074
2022-09-06,4210323
2022-09-06,952966
2022-09-07,590330
2022-09-07,508999
2022-09-07,603977
2022-09-08,646482
2022-09-08,1577201
2022-09-08,1317234
2022-09-08,1209864
2022-09-08,1081935
2022-09-08,1053096
2022-09-08,3412353
2022-09-09,852737
2022-09-09,2262806
2022-09-09,1058434
2022-09-09,1079519
2022-09-09,660587
2022-09-09,1029732
2022-09-09,840746
2022-09-09,3591283
2022-09-09,2816289
2022-09-09,11282481
2022-09-10,1279177
2022-09-10,5472293
2022-09-10,4126705
2022-09-10,453153
2022-09-10,1339222
2022-09-10,1727037
2022-09-10,541005
2022-09-10,5129590
2022-09-10,1287374
2022-09-10,4592755
2022-09-10,3512243
2022-09-10,1495843
2022-09-10,638476
2022-09-10,6902672
2022-09-10,9803665
2022-09-10,2036274
2022-09-10,1282420
2022-09-11,1843907
2022-09-11,1045629
2022-09-11,2381031
2022-09-11,506746
2022-09-12,1573305
2022-09-12,1581591
2022-09-12,3508399
2022-09-12,3002981
2022-09-12,458135
2022-09-12,1993135
2022-09-12,1198927
2022-09-12,3426098
2022-09-12,1270147
2022-09-13,1539844
2022-09-13,997390
2022-09-13,1704335
2022-09-14,8059087
2022-09-14,735540
2022-09-14,892939
2022-09-14,1881939
2022-09-14,743044
2022-09-14,1537023
2022-09-14,1570456
2022-09-14,2896494
2022-09-14,435900
2022-09-14,6957038
2022-09-15,1093518
2022-09-15,517875
2022-09-15,691875
2022-09-15,1554343
2022-09-15,678766
2022-09-16,4982710
2022-09-16,2055428
2022-09-16,869019
2022-09-16,944235
2022-09-16,988517
2022-09-16,1554243
2022-09-16,6442965
2022-09-16,3557100
2022-09-17,1966043
2022-09-17,1916245
2022-09-17,1064810
2022-09-17,561966
2022-09-17,1219878
2022-09-17,1187336
2022-09-17,737242
2022-09-17,1379757
2022-09-17,2528952
2022-09-18,2504654
2022-09-18,916056
2022-09-18,1749223
2022-09-18,4420552
2022-09-18,731116
2022-09-18,3693281
2022-09-19,3572410
2022-09-19,900591
2022-09-19,4094532
2022-09-19,2644548
2022-09-19,1325274
2022-09-19,1044948
2022-09-19,1247990
2022-09-20,4731483
2022-09-20,1213455
2022-09-20,1203342
2022-09-21,498640
2022-09-21,1065481
2022-09-21,1251529
2022-09-21,6120554
2022-09-22,566469
2022-09-22,1719653
2022-09-22,1591122
2022-09-22,3798664
2022-09-22,1137674
2022-09-22,973704
2022-09-22,4609221
2022-09-22,883992
2022-09-23,990586
2022-09-23,4457338
2022-09-23,1753361
2022-09-23,842528
2022-09-23,3329721
2022-09-23,797935
2022-09-23,524079
2022-09-23,527458
2022-09-24,1677597
2022-09-24,1183129
2022-09-24,481387
2022-09-24,1337300
2022-09-24,808999
2022-09-24,1368842
2022-09-24,569309
2022-09-24,2416783
2022-09-24,2873048
2022-09-24,837468
2022-09-24,1999107
2022-09-24,1572961
2022-09-25,2593411
2022-09-25,574240
2022-09-26,1255511
2022-09-26,814575
2022-09-26,796041
2022-09-26,1214443
2022-09-26,1400074
2022-09-27,1944502
2022-09-27,908068
2022-09-27,1552283
2022-09-27,644352
2022-09-27,1632022
2022-09-27,1369878
2022-09-27,855070
2022-09-27,1779665
2022-09-27,1326743
2022-09-28,3994554
2022-09-28,1229249
2022-09-28,610586
2022-09-28,505624
2022-09-28,1587250
2022-09-28,4285222
2022-09-28,448533
2022-09-28,480699
2022-09-28,1292786
2022-09-29,1380042
2022-09-29,456036
2022-09-29,635620
2022-09-29,898320
2022-09-29,1523326
2022-09-29,899165
2022-09-29,1143073
2022-09-29,1012406
2022-09-29,3292172
2022-09-29,1367055
2022-09-29,2967713
2022-09-29,1115554
2022-09-30,2119057
2022-09-30,1116114
2022-09-30,1117214
2022-09-30,1448025
2022-09-30,1168840
2022-09-30,8451017
2022-09-30,1502833
2022-09-30,2254766
2022-09-30,1566093
2022-09-30,1348710
2022-09-30,1436302
2022-10-01,8289252
2022-10-01,1457011
2022-10-01,669173
2022-10-01,3202297
2022-10-01,487570
2022-10-01,1663127
2022-10-01,881178
2022-10-01,1643191
2022-10-01,2730960
2022-10-02,1643450
2022-10-02,5744710
2022-10-02,577559
2022-10-02,640144
2022-10-02,693817
2022-10-02,717749
2022-10-02,957102
2022-10-02,1359555
2022-10-03,6849588
2022-10-03,5566105
2022-10-03,1984334
2022-10-03,717673
2022-10-03,5534349
2022-10-03,1666022
2022-10-03,3381869
2022-10-03,1457636
2022-10-03,2605547
2022-10-03,1641516
2022-10-03,547756
2022-10-04,2354999
2022-10-04,674065
2022-10-04,1705329
2022-10-04,2611992
2022-10-04,4241176
2022-10-04,750151
2022-10-04,500342
2022-10-04,2106734
2022-10-04,1330774
2022-10-04,814076
2022-10-05,4726302
2022-10-05,908214
2022-10-05,984951
2022-10-05,443796
2022-10-05,1402909
2022-10-05,466987
2022-10-05,1848551
2022-10-06,2862853
2022-10-06,2399626
2022-10-06,1384271
2022-10-06,656439
2022-10-06,611198
2022-10-06,853833
2022-10-06,1731740
2022-10-06,2317224
2022-10-06,1381211
2022-10-07,2145579
2022-10-07,950870
2022-10-07,3955109
2022-10-07,2418058
2022-10-07,617034
2022-10-08,2068630
2022-10-08,1458307
2022-10-08,2553973
2022-10-08,935404
2022-10-08,1571021
2022-10-08,1036319
2022-10-09,528311
2022-10-09,1504072
2022-10-09,1000527
2022-10-09,2083103
2022-10-09,4236352
2022-10-10,2709747
2022-10-10,1505789
2022-10-10,1294534
2022-10-10,1584434
2022-10-10,1808067
2022-10-10,1373507
2022-10-10,2097940
2022-10-11,2062819
2022-10-11,4693857
2022-10-11,2019535
2022-10-11,4455365
2022-10-11,1092998
2022-10-11,961972
2022-10-11,1079451
2022-10-11,1949633
2022-10-12,1391181
2022-10-12,2282736
2022-10-12,988639
2022-10-12,940857
2022-10-12,782250
2022-10-12,947153
2022-10-12,561413
2022-10-12,3064950
2022-10-12,642002
2022-10-13,1221655
2022-10-13,1591497
2022-10-13,2017860
2022-10-13,736758
2022-10-14,673015
2022-10-14,601270
2022-10-14,518175
2022-10-14,573221
2022-10-14,842403
2022-10-14,5618171
2022-10-14,1671152
2022-10-14,1593481
2022-10-14,1383664
2022-10-15,486764
2022-10-15,1097858
2022-10-15,4956389
2022-10-15,5464304
2022-10-15,1808505
2022-10-15,794543
2022-10-15,5027838
2022-10-15,587557
2022-10-15,2526806
2022-10-15,724844
2022-10-16,2532781
2022-10-16,1185030
2022-10-16,4120106
2022-10-16,2184630
2022-10-17,4760342
2022-10-17,1564651
2022-10-17,779824
2022-10-17,4814878
2022-10-17,1492337
2022-10-18,732658
2022-10-18,881731
2022-10-18,1397868
2022-10-19,2029103
2022-10-19,792724
2022-10-19,1666014
2022-10-19,1139033
2022-10-19,714474
2022-10-19,979778
2022-10-19,1685271
2022-10-19,5272639
2022-10-19,1375906
2022-10-20,2221418
2022-10-20,835158
2022-10-20,615962
2022-10-20,543609
2022-10-20,1829309
2022-10-20,5638243
2022-10-20,608433
2022-10-20,1615127
2022-10-20,3128031
2022-10-20,2289790
2022-10-21,1429283
2022-10-22,1279184
2022-10-22,3564741
2022-10-22,593422
2022-10-22,700717
2022-10-22,1114166
2022-10-22,1687292
2022-10-22,636367
2022-10-23,5157524
2022-10-23,4560584
2022-10-23,1442473
2022-10-23,1522942
2022-10-24,887235
2022-10-24,6884887
2022-10-24,3399612
2022-10-24,508971
2022-10-24,2271749
2022-10-24,1307098
2022-10-24,1276333
2022-10-24,2298430
2022-10-24,949570
2022-10-25,515104
2022-10-25,2447942
2022-10-25,486375
2022-10-25,1171379
2022-10-25,2861306
2022-10-25,719971
2022-10-26,688500
2022-10-26,805463
2022-10-26,529169
2022-10-26,8609033
2022-10-26,1181240
2022-10-26,3719955
2022-10-26,6255328
2022-10-26,2162381
2022-10-26,8970153
2022-10-27,1355032
2022-10-27,2187493
2022-10-27,1473238
2022-10-27,1351548
2022-10-27,736250
2022-10-27,2544242
2022-10-27,1500146
2022-10-28,780655
2022-10-28,1449387
2022-10-28,560846
2022-10-28,2337109
2022-10-28,4644354
2022-10-28,36870561
2022-10-28,1024327
2022-10-28,11388260
2022-10-28,1188703
2022-10-28,3579645
2022-10-29,1596424
2022-10-29,670243
2022-10-30,1527189
2022-10-30,4035394
2022-10-30,1358209
2022-10-30,1069756
2022-10-30,2804008
2022-10-30,728463
2022-10-30,1935200
2022-10-30,1131021
2022-10-31,1862051
2022-10-31,471947
2022-10-31,2740017
2022-10-31,1700460
2022-10-31,2565257
2022-10-31,757272
2022-10-31,590356
2022-10-31,1406280
2022-10-31,1096280
2022-11-01,1866937
2022-11-01,2718283
2022-11-01,3122357
2022-11-01,1689205
2022-11-02,2038978
2022-11-02,2212280
2022-11-03,1684937
2022-11-03,767936
2022-11-03,1039707
2022-11-03,536630
2022-11-04,718499
2022-11-04,1426284
2022-11-04,1124180
2022-11-04,757813
2022-11-04,2679150
2022-11-04,4129442
2022-11-04,418042
2022-11-04,770305
2022-11-04,7131015
2022-11-05,464708
2022-11-05,1612804
2022-11-05,2489680
2022-11-05,8533257
2022-11-05,424378
2022-11-05,2291998
2022-11-05,1201253
2022-11-06,1086810
2022-11-06,6597443
2022-11-06,6612191
2022-11-07,487512
2022-11-07,1112521
2022-11-08,3636267
2022-11-08,3142582
2022-11-09,2287997
2022-11-09,610322
2022-11-09,1364462
2022-11-09,2474783
2022-11-09,4806473
2022-11-09,739815
2022-11-09,975369
2022-11-10,1194183
2022-11-10,479023
2022-11-10,437701
2022-11-10,1007589
2022-11-10,959360
2022-11-10,427709
2022-11-10,1433840
2022-11-10,1217182
2022-11-11,846913
2022-11-11,626372
2022-11-11,1190711
2022-11-11,4395999
2022-11-12,923818
2022-11-12,2347978
2022-11-12,4098522
2022-11-12,1093145
2022-11-12,1201719
2022-11-12,5603259
2022-11-12,2366741
2022-11-12,5994681
2022-11-12,3029387
2022-11-12,906336
2022-11-12,2837608
2022-11-12,1059241
2022-11-13,3556694
2022-11-13,519931
2022-11-13,2708712
2022-11-13,593238
2022-11-13,1724489
2022-11-13,1332215
2022-11-13,2544162
2022-11-13,1191064
2022-11-14,2866215
2022-11-14,543255
2022-11-14,731964
2022-11-14,618179
2022-11-14,1224452
2022-11-14,432102
2022-11-14,906915
2022-11-14,2854604
2022-11-14,685545
2022-11-15,1914151
2022-11-15,1033389
2022-11-15,1021625
2022-11-15,639110
2022-11-15,3608026
2022-11-15,586429
2022-11-15,7400967
2022-11-16,1231517
2022-11-16,1205767
2022-11-16,2645538
2022-11-16,987997
2022-11-16,2404753
2022-11-16,650254
2022-11-17,1589068
2022-11-17,2133337
2022-11-17,526318
2022-11-17,2661664
2022-11-17,1410661
2022-11-17,1691186
2022-11-18,1379885
2022-11-18,2507061
2022-11-18,673841
2022-11-18,5413671
2022-11-18,3209009
2022-11-18,2213974
2022-11-18,898648
2022-11-19,1909057
2022-11-19,616206
2022-11-19,1502870
2022-11-19,927520
2022-11-19,1672965
2022-11-19,3671082
2022-11-19,895077
2022-11-20,1801259
2022-11-20,1706224
2022-11-20,1925674
2022-11-20,558380
2022-11-20,4302811
2022-11-20,1359006
2022-11-20,1531516
2022-11-20,1237885
2022-11-21,1345858
2022-11-21,6813319
2022-11-21,1053419
2022-11-21,479019
2022-11-21,448347
2022-11-21,2224914
2022-11-21,1337049
2022-11-21,3477760
2022-11-21,4121846
2022-11-21,435537
2022-11-21,1005754
2022-11-21,2402859
2022-11-22,1608059
2022-11-22,420580
2022-11-22,2485093
2022-11-23,3280919
2022-11-23,1026984
2022-11-23,2225796
2022-11-23,1544445
2022-11-23,1315910
2022-11-23,1887696
2022-11-23,749771
2022-11-23,885504
2022-11-24,1500003
2022-11-24,667615
2022-11-24,2291177
2022-11-24,1415391
2022-11-24,2488786
2022-11-24,421470
2022-11-24,744184
2022-11-24,472067
2022-11-25,1475692
2022-11-25,2168951
2022-11-25,936947
2022-11-25,2222739
2022-11-25,1386755
2022-11-25,1158034
2022-11-25,792279
2022-11-25,1943329
2022-11-25,7187491
2022-11-26,586755
2022-11-26,4690753
2022-11-26,3357661
2022-11-26,1278232
2022-11-26,644759
2022-11-26,2663075
2022-11-26,2945329
2022-11-26,1792841
2022-11-26,686700
2022-11-26,501408
2022-11-26,574262
2022-11-27,917737
2022-11-27,1086616
2022-11-27,1224378
2022-11-27,856660
2022-11-27,650283
2022-11-27,1767110
2022-11-27,1232555
2022-11-27,968853
2022-11-27,3308623
2022-11-27,666150
2022-11-28,454610
2022-11-28,8252807
2022-11-28,941315
2022-11-28,650643
2022-11-28,773632
2022-11-29,1412546
2022-11-29,3066670
2022-11-29,1062364
2022-11-29,1330468
2022-11-30,991615
2022-11-30,743308
2022-11-30,934021
2022-11-30,930993
2022-11-30,1030955
2022-11-30,3795895
2022-11-30,1964828
2022-12-01,1356918
2022-12-01,7011642
2022-12-01,635055
2022-12-01,2155238
2022-12-01,939902
2022-12-02,2550386
2022-12-02,2003121
2022-12-02,1529088
2022-12-02,1169770
2022-12-02,779797
2022-12-02,2382116
2022-12-02,704408
2022-12-02,1063230
2022-12-02,4044228
2022-12-03,1417832
2022-12-03,719792
2022-12-03,2274122
2022-12-03,7808206
2022-12-04,5282756
2022-12-04,609224
2022-12-04,930700
2022-12-04,11668005
2022-12-04,841560
2022-12-05,4918180
2022-12-05,922600
2022-12-05,1171019
2022-12-05,435652
2022-12-05,1730335
2022-12-06,478044
2022-12-06,977076
2022-12-07,7425461
2022-12-07,1499828
2022-12-07,7467820
2022-12-07,4616080
2022-12-07,1397409
2022-12-07,694274
2022-12-07,623115
2022-12-07,1321438
2022-12-07,1393261
2022-12-07,3054797
2022-12-08,1326076
2022-12-08,1265960
2022-12-08,549590
2022-12-08,1062135
2022-12-08,775417
2022-12-08,1238167
2022-12-08,1331245
2022-12-08,851797
2022-12-09,1880473
2022-12-09,1514923
2022-12-09,7853046
2022-12-10,3331186
2022-12-10,2953109
2022-12-10,747552
2022-12-10,1013273
2022-12-10,1023209
2022-12-10,577389
2022-12-10,714149
2022-12-10,2202579
2022-12-10,549439
2022-12-11,667201
2022-12-11,2600777
2022-12-11,485354
2022-12-11,825334
2022-12-11,1521005
2022-12-11,1050415
2022-12-11,3593589
2022-12-12,823930
2022-12-12,478869
2022-12-12,2148445
2022-12-12,1014701
2022-12-13,427507
2022-12-13,5240484
2022-12-13,1214698
2022-12-13,743973
2022-12-14,682414
2022-12-14,2162804
2022-12-14,1445180
2022-12-14,3594487
2022-12-14,1872178
2022-12-14,7827724
2022-12-14,2005991
2022-12-14,761905
2022-12-15,2510576
2022-12-15,1595949
2022-12-15,1542692
2022-12-15,682834
2022-12-15,543801
2022-12-15,1088221
2022-12-16,3164888
2022-12-16,1223343
2022-12-16,3973086
2022-12-16,935591
2022-12-16,687384
2022-12-16,720007
2022-12-16,1152968
2022-12-16,439924
2022-12-17,962956
2022-12-17,1093851
2022-12-17,2186028
2022-12-17,1161850
2022-12-18,2607912
2022-12-18,763559
2022-12-18,1209729
2022-12-19,2286161
2022-12-19,2389561
2022-12-19,1234227
2022-12-19,481939
2022-12-19,522381
2022-12-19,1127545
2022-12-20,2163579
2022-12-20,811415
2022-12-20,726508
2022-12-20,1063884
2022-12-20,1789476
2022-12-20,1350769
2022-12-20,4525324
2022-12-21,1233154
2022-12-21,634690
2022-12-21,3422265
2022-12-21,1119823
2022-12-21,1125880
2022-12-22,2014933
2022-12-22,2051489
2022-12-22,752438
2022-12-22,453402
2022-12-22,3496841
2022-12-22,502096
2022-12-22,1410286
2022-12-22,2139627
2022-12-23,1867597
2022-12-23,6157868
2022-12-23,8750785
2022-12-23,1349316
2022-12-23,1051881
2022-12-23,901773
2022-12-23,3817544
2022-12-24,759218
2022-12-24,895204
2022-12-24,742092
2022-12-24,1337126
2022-12-24,992194
2022-12-24,1177342
2022-12-25,943436
2022-12-25,1064998
2022-12-25,787818
2022-12-25,4144236
2022-12-26,6734767
2022-12-26,517763
2022-12-26,1013276
2022-12-27,2545181
2022-12-27,669766
2022-12-27,515438
2022-12-27,1675197
2022-12-27,787863
2022-12-27,966885
2022-12-28,671061
2022-12-28,989994
2022-12-28,3705974
2022-12-28,8455509
2022-12-28,515257
2022-12-28,1145040
2022-12-29,457286
2022-12-29,2658502
2022-12-29,4556796
2022-12-29,4677912
2022-12-29,2353776
2022-12-29,523816
2022-12-30,783451
2022-12-30,523139
2022-12-30,1995528
2022-12-30,3515590
2022-12-30,6188407
2022-12-31,1773402
2022-12-31,692933
2022-12-31,1196341
2022-12-31,1305211
2022-12-31,3665768
2022-12-31,1414183
2022-12-31,2285303
2022-12-31,2059134
2022-12-31,425546
2022-12-31,663194
2023-01-01,629830
2023-01-01,1217517
2023-01-01,2112432
2023-01-01,792695
2023-01-01,862603
2023-01-01,1731763
2023-01-01,3122998
2023-01-01,3156997
2023-01-02,726889
2023-01-03,1520255
2023-01-03,2492089
2023-01-03,2831480
2023-01-03,464262
2023-01-04,1949837
2023-01-04,2351341
2023-01-04,501959
2023-01-04,2280175
2023-01-04,466963
2023-01-05,567957
2023-01-05,972961
2023-01-05,3994491
2023-01-05,3038985
2023-01-05,1767765
2023-01-05,1302151
2023-01-05,1195098
2023-01-06,5872788
2023-01-06,1327724
2023-01-06,727204
2023-01-06,5784039
2023-01-06,9110655
2023-01-07,1730579
2023-01-07,866023
2023-01-07,4668062
2023-01-07,1860212
2023-01-07,1515110
2023-01-07,3219086
2023-01-07,2088191
2023-01-07,523200
2023-01-07,2010595
2023-01-07,1162613
2023-01-08,3119654
2023-01-08,834175
2023-01-08,1178010
2023-01-08,463161
2023-01-08,956306
2023-01-08,595290
2023-01-08,7592745
2023-01-08,434327
2023-01-08,1401661
2023-01-08,878719
2023-01-09,1993714
2023-01-09,461213
2023-01-09,837939
2023-01-09,5498412
2023-01-09,488800
2023-01-09,669026
2023-01-10,5087317
2023-01-10,1392126
2023-01-10,894233
2023-01-10,953897
2023-01-10,2237004
2023-01-10,1557602
2023-01-10,1960116
2023-01-10,2611092
2023-01-11,1871709
2023-01-11,1280242
2023-01-11,1936478
2023-01-11,1458566
2023-01-11,926962
2023-01-12,1237759
2023-01-12,1132061
2023-01-12,1520041
2023-01-12,594717
2023-01-12,1542547
2023-01-12,1161504
2023-01-12,2710761
2023-01-13,1126945
2023-01-13,714724
2023-01-13,1452330
2023-01-13,1974551
2023-01-13,730774
2023-01-13,1341738
2023-01-14,3749923
2023-01-14,865141
2023-01-14,1461719
2023-01-14,600182
2023-01-14,1770468
2023-01-14,1456160
2023-01-14,2422302
2023-01-14,5863394
2023-01-14,910085
2023-01-15,2808906
2023-01-15,1115137
2023-01-15,3361413
2023-01-15,2550397
2023-01-15,1141293
2023-01-16,8756483
2023-01-16,1863790
2023-01-16,5263700
2023-01-16,2904999
2023-01-16,5040182
2023-01-16,1181283
2023-01-16,2879994
2023-01-17,1196627
2023-01-17,536807
2023-01-17,1460285
2023-01-17,1417602
2023-01-17,3858990
2023-01-17,481962
2023-01-17,4772075
2023-01-18,2332303
2023-01-18,2208072
2023-01-18,3763610
2023-01-18,950864
2023-01-18,589187
2023-01-18,607920
2023-01-18,2073659
2023-01-19,1794984
2023-01-19,872111
2023-01-19,614630
2023-01-19,716987
2023-01-19,668179
2023-01-19,691084
2023-01-19,494466
2023-01-20,507479
2023-01-20,3459421
2023-01-20,1069708
2023-01-20,1783089
2023-01-20,3089102
2023-01-21,462439
2023-01-21,1358025
2023-01-21,1402271
2023-01-21,4725794
2023-01-21,922705
2023-01-21,1599719
2023-01-21,1497907
2023-01-21,2680142
2023-01-21,427762
2023-01-22,2787089
2023-01-22,1329025
2023-01-22,460318
2023-01-22,3364121
2023-01-22,991411
2023-01-22,2279152
2023-01-22,623745
2023-01-22,2285811
2023-01-23,1837609
2023-01-24,488156
2023-01-24,1033513
2023-01-24,479957
2023-01-24,964973
2023-01-24,8889115
2023-01-24,532971
2023-01-24,914541
2023-01-24,850610
2023-01-25,1000555
2023-01-25,446182
2023-01-25,923917
2023-01-25,978777
2023-01-25,1134856
2023-01-25,550376
