pubdate,title,duration,arcurl,aid
2022-02-17,-1,1.58,-1,-1
2022-02-19,-1,2.73,-1,-1
2022-02-20,-1,2.87,-1,-1
2022-02-22,【鬼畜战争大片】血战钢菊岭（30分钟完整版）全明星地狱之战！,30.2,http://www.bilibili.com/video/av551745135,551745135
2022-02-23,-1,1.7,-1,-1
2022-03-02,-1,1.57,-1,-1
2022-03-02,-1,1.58,-1,-1
2022-03-03,-1,2.72,-1,-1
2022-03-11,-1,2.37,-1,-1
2022-03-13,-1,1.22,-1,-1
2022-03-19,-1,3.33,-1,-1
2022-03-20,-1,0.23,-1,-1
2022-03-21,-1,0.47,-1,-1
2022-03-22,-1,2.82,-1,-1
2022-03-23,-1,0.22,-1,-1
2022-03-24,-1,0.2,-1,-1
2022-03-25,-1,2.78,-1,-1
2022-03-26,-1,1.4,-1,-1
2022-04-05,-1,1.37,-1,-1
2022-04-05,-1,1.45,-1,-1
2022-04-05,-1,2.1,-1,-1
2022-04-05,-1,0.57,-1,-1
2022-04-09,-1,0.87,-1,-1
2022-04-09,-1,1.38,-1,-1
2022-04-10,-1,1.73,-1,-1
2022-04-10,-1,0.35,-1,-1
2022-04-12,-1,0.23,-1,-1
2022-04-13,-1,0.9,-1,-1
2022-04-13,-1,2.1,-1,-1
2022-04-13,-1,0.27,-1,-1
2022-04-14,-1,8.92,-1,-1
2022-04-14,-1,0.27,-1,-1
2022-04-14,-1,3.03,-1,-1
2022-04-16,-1,2.6,-1,-1
2022-04-16,-1,2.33,-1,-1
2022-04-17,-1,1.57,-1,-1
2022-04-22,-1,0.17,-1,-1
2022-04-23,-1,0.35,-1,-1
2022-04-23,-1,1.6,-1,-1
2022-04-24,-1,0.18,-1,-1
2022-04-26,-1,0.33,-1,-1
2022-04-27,-1,0.22,-1,-1
2022-04-29,-1,0.92,-1,-1
2022-04-29,-1,0.18,-1,-1
2022-04-30,-1,0.23,-1,-1
2022-04-30,-1,0.27,-1,-1
2022-05-03,-1,0.3,-1,-1
2022-05-05,-1,0.22,-1,-1
2022-05-05,-1,0.32,-1,-1
2022-05-06,-1,0.75,-1,-1
2022-05-06,-1,1.42,-1,-1
2022-05-06,-1,0.2,-1,-1
2022-05-06,-1,2.78,-1,-1
2022-05-06,【真·动作片】球 王 之 王,13.57,http://www.bilibili.com/video/av341283253,341283253
2022-05-07,-1,1.95,-1,-1
2022-05-07,-1,0.55,-1,-1
2022-05-07,-1,0.25,-1,-1
2022-05-08,-1,0.27,-1,-1
2022-05-09,-1,0.25,-1,-1
2022-05-10,-1,8.17,-1,-1
2022-05-10,-1,1.0,-1,-1
2022-05-12,-1,2.05,-1,-1
2022-05-12,-1,0.15,-1,-1
2022-05-14,-1,1.5,-1,-1
2022-05-15,-1,2.67,-1,-1
2022-05-15,-1,0.22,-1,-1
2022-05-16,-1,1.53,-1,-1
2022-05-16,-1,0.27,-1,-1
2022-05-17,-1,1.87,-1,-1
2022-05-17,-1,0.3,-1,-1
2022-05-17,-1,0.25,-1,-1
2022-05-18,-1,0.68,-1,-1
2022-05-18,-1,0.23,-1,-1
2022-05-19,-1,0.33,-1,-1
2022-05-19,-1,0.15,-1,-1
2022-05-20,-1,0.83,-1,-1
2022-05-22,末日丧鲲 第一季合集,37.75,http://www.bilibili.com/video/av426847931,426847931
2022-05-22,-1,1.55,-1,-1
2022-05-23,-1,1.85,-1,-1
2022-05-23,-1,0.27,-1,-1
2022-05-24,-1,2.6,-1,-1
2022-05-24,-1,0.08,-1,-1
2022-05-24,-1,1.6,-1,-1
2022-05-25,-1,0.52,-1,-1
2022-05-25,-1,0.25,-1,-1
2022-05-26,-1,0.37,-1,-1
2022-05-27,-1,1.2,-1,-1
2022-05-27,-1,0.37,-1,-1
2022-05-28,-1,0.17,-1,-1
2022-05-29,-1,9.18,-1,-1
2022-05-29,-1,0.22,-1,-1
2022-05-29,-1,1.57,-1,-1
2022-05-29,-1,2.02,-1,-1
2022-05-29,-1,0.42,-1,-1
2022-05-29,-1,0.83,-1,-1
2022-05-30,-1,1.8,-1,-1
2022-05-30,-1,0.63,-1,-1
2022-06-01,-1,0.15,-1,-1
2022-06-01,-1,0.9,-1,-1
2022-06-02,-1,0.2,-1,-1
2022-06-03,-1,0.58,-1,-1
2022-06-03,-1,1.22,-1,-1
2022-06-03,-1,0.68,-1,-1
2022-06-03,-1,0.17,-1,-1
2022-06-04,-1,2.63,-1,-1
2022-06-04,-1,3.27,-1,-1
2022-06-04,-1,0.38,-1,-1
2022-06-05,-1,1.37,-1,-1
2022-06-05,-1,1.05,-1,-1
2022-06-06,-1,0.43,-1,-1
2022-06-07,-1,0.63,-1,-1
2022-06-07,-1,2.6,-1,-1
2022-06-08,-1,0.93,-1,-1
2022-06-08,-1,0.27,-1,-1
2022-06-09,-1,3.3,-1,-1
2022-06-09,-1,0.95,-1,-1
2022-06-10,-1,0.6,-1,-1
2022-06-10,-1,1.82,-1,-1
2022-06-11,-1,0.3,-1,-1
2022-06-11,-1,3.7,-1,-1
2022-06-11,-1,0.2,-1,-1
2022-06-11,-1,1.98,-1,-1
2022-06-11,-1,1.33,-1,-1
2022-06-12,-1,0.2,-1,-1
2022-06-13,-1,0.25,-1,-1
2022-06-13,-1,0.58,-1,-1
2022-06-14,-1,0.3,-1,-1
2022-06-14,-1,3.32,-1,-1
2022-06-14,-1,0.27,-1,-1
2022-06-15,-1,1.35,-1,-1
2022-06-15,-1,0.25,-1,-1
2022-06-16,-1,2.48,-1,-1
2022-06-16,流量叠流量，无聊加无聊，国产综艺七宗罪！,14.4,http://www.bilibili.com/video/av555108149,555108149
2022-06-16,-1,0.25,-1,-1
2022-06-16,-1,0.35,-1,-1
2022-06-17,-1,3.17,-1,-1
2022-06-17,-1,1.15,-1,-1
2022-06-17,-1,0.3,-1,-1
2022-06-17,-1,0.33,-1,-1
2022-06-17,-1,1.62,-1,-1
2022-06-17,-1,0.78,-1,-1
2022-06-17,-1,1.9,-1,-1
2022-06-18,-1,4.5,-1,-1
2022-06-18,-1,0.65,-1,-1
2022-06-18,-1,0.92,-1,-1
2022-06-19,-1,0.13,-1,-1
2022-06-19,-1,0.23,-1,-1
2022-06-20,-1,3.6,-1,-1
2022-06-20,-1,1.93,-1,-1
2022-06-20,-1,0.45,-1,-1
2022-06-21,-1,1.17,-1,-1
2022-06-21,-1,0.18,-1,-1
2022-06-21,-1,0.22,-1,-1
2022-06-21,[vrchat]找到了个不得了的博物馆...,45.47,http://www.bilibili.com/video/av385172985,385172985
2022-06-21,-1,1.47,-1,-1
2022-06-21,-1,0.27,-1,-1
2022-06-21,-1,0.28,-1,-1
2022-06-22,-1,10.17,-1,-1
2022-06-22,-1,1.03,-1,-1
2022-06-22,-1,0.8,-1,-1
2022-06-22,-1,0.33,-1,-1
2022-06-23,-1,1.38,-1,-1
2022-06-23,-1,0.27,-1,-1
2022-06-23,-1,0.25,-1,-1
2022-06-24,-1,6.88,-1,-1
2022-06-24,-1,1.92,-1,-1
2022-06-24,-1,2.7,-1,-1
2022-06-24,-1,0.22,-1,-1
2022-06-24,-1,1.1,-1,-1
2022-06-24,IKUN主题卧室，玄关挖塌楼房，这期6条腹泻式放送！,15.12,http://www.bilibili.com/video/av940286977,940286977
2022-06-24,-1,0.43,-1,-1
2022-06-24,-1,0.2,-1,-1
2022-06-24,-1,1.12,-1,-1
2022-06-25,-1,1.0,-1,-1
2022-06-25,-1,1.02,-1,-1
2022-06-25,-1,2.77,-1,-1
2022-06-25,【鬼畜大电影】卢的名字。（91分钟完整版）卢本伟&amp;周淑怡&amp;茄子&amp;王冰冰等 领衔主演,91.68,http://www.bilibili.com/video/av855190581,855190581
2022-06-25,-1,0.73,-1,-1
2022-06-26,-1,0.38,-1,-1
2022-06-26,-1,0.7,-1,-1
2022-06-27,-1,0.37,-1,-1
2022-06-27,-1,1.73,-1,-1
2022-06-27,-1,1.88,-1,-1
2022-06-27,-1,0.25,-1,-1
2022-06-27,-1,0.27,-1,-1
2022-06-27,-1,2.95,-1,-1
2022-06-27,-1,1.6,-1,-1
2022-06-27,-1,2.43,-1,-1
2022-06-28,-1,0.28,-1,-1
2022-06-28,-1,0.2,-1,-1
2022-06-28,-1,1.35,-1,-1
2022-06-28,-1,0.52,-1,-1
2022-06-28,-1,2.33,-1,-1
2022-06-28,-1,3.65,-1,-1
2022-06-28,-1,1.27,-1,-1
2022-06-28,-1,5.9,-1,-1
2022-06-28,-1,1.43,-1,-1
2022-06-29,-1,2.98,-1,-1
2022-06-29,-1,0.83,-1,-1
2022-06-29,-1,6.95,-1,-1
2022-06-29,-1,0.15,-1,-1
2022-06-29,-1,0.23,-1,-1
2022-06-29,-1,1.83,-1,-1
2022-06-30,-1,0.13,-1,-1
2022-06-30,-1,1.42,-1,-1
2022-06-30,-1,0.37,-1,-1
2022-06-30,-1,0.2,-1,-1
2022-06-30,-1,2.52,-1,-1
2022-06-30,-1,0.23,-1,-1
2022-07-01,-1,0.7,-1,-1
2022-07-01,-1,3.77,-1,-1
2022-07-01,-1,2.55,-1,-1
2022-07-01,-1,1.98,-1,-1
2022-07-01,-1,0.65,-1,-1
2022-07-01,-1,0.73,-1,-1
2022-07-01,-1,0.23,-1,-1
2022-07-01,-1,0.22,-1,-1
2022-07-02,-1,1.0,-1,-1
2022-07-02,-1,0.28,-1,-1
2022-07-02,-1,5.93,-1,-1
2022-07-02,-1,1.55,-1,-1
2022-07-02,-1,0.2,-1,-1
2022-07-02,-1,1.5,-1,-1
2022-07-02,-1,0.68,-1,-1
2022-07-02,-1,0.23,-1,-1
2022-07-02,-1,1.25,-1,-1
2022-07-03,-1,0.23,-1,-1
2022-07-03,-1,0.47,-1,-1
2022-07-03,-1,0.92,-1,-1
2022-07-03,-1,0.58,-1,-1
2022-07-03,-1,0.4,-1,-1
2022-07-03,-1,0.37,-1,-1
2022-07-03,-1,0.33,-1,-1
2022-07-03,-1,0.83,-1,-1
2022-07-03,-1,0.3,-1,-1
2022-07-03,-1,1.93,-1,-1
2022-07-03,-1,2.12,-1,-1
2022-07-03,-1,0.28,-1,-1
2022-07-04,-1,0.98,-1,-1
2022-07-04,-1,0.22,-1,-1
2022-07-04,-1,2.2,-1,-1
2022-07-04,-1,0.65,-1,-1
2022-07-04,-1,0.27,-1,-1
2022-07-04,-1,0.38,-1,-1
2022-07-05,-1,0.93,-1,-1
2022-07-05,-1,1.0,-1,-1
2022-07-05,-1,1.58,-1,-1
2022-07-05,-1,1.27,-1,-1
2022-07-05,-1,1.4,-1,-1
2022-07-05,-1,1.08,-1,-1
2022-07-05,-1,1.43,-1,-1
2022-07-05,-1,0.23,-1,-1
2022-07-06,-1,3.13,-1,-1
2022-07-06,-1,1.93,-1,-1
2022-07-06,-1,1.73,-1,-1
2022-07-06,-1,2.7,-1,-1
2022-07-06,-1,0.23,-1,-1
2022-07-06,-1,0.45,-1,-1
2022-07-07,-1,9.28,-1,-1
2022-07-07,-1,2.15,-1,-1
2022-07-07,-1,0.3,-1,-1
2022-07-07,-1,4.57,-1,-1
2022-07-07,-1,1.05,-1,-1
2022-07-08,-1,1.02,-1,-1
2022-07-08,-1,0.2,-1,-1
2022-07-08,-1,1.03,-1,-1
2022-07-08,-1,3.68,-1,-1
2022-07-08,-1,1.68,-1,-1
2022-07-08,-1,3.48,-1,-1
2022-07-08,-1,0.32,-1,-1
2022-07-08,-1,0.25,-1,-1
2022-07-09,-1,2.08,-1,-1
2022-07-09,-1,2.15,-1,-1
2022-07-09,-1,2.17,-1,-1
2022-07-09,-1,0.18,-1,-1
2022-07-10,-1,3.57,-1,-1
2022-07-10,-1,3.67,-1,-1
2022-07-10,-1,5.25,-1,-1
2022-07-10,-1,0.88,-1,-1
2022-07-10,-1,0.25,-1,-1
2022-07-10,-1,0.23,-1,-1
2022-07-11,-1,1.83,-1,-1
2022-07-11,-1,1.02,-1,-1
2022-07-11,-1,0.98,-1,-1
2022-07-11,-1,0.2,-1,-1
2022-07-11,-1,1.17,-1,-1
2022-07-11,-1,2.07,-1,-1
2022-07-11,-1,0.18,-1,-1
2022-07-12,-1,0.97,-1,-1
2022-07-12,-1,0.22,-1,-1
2022-07-12,-1,1.02,-1,-1
2022-07-12,-1,1.5,-1,-1
2022-07-12,-1,0.68,-1,-1
2022-07-13,-1,1.25,-1,-1
2022-07-13,-1,0.38,-1,-1
2022-07-13,-1,0.22,-1,-1
2022-07-13,-1,0.5,-1,-1
2022-07-13,-1,1.47,-1,-1
2022-07-13,-1,2.2,-1,-1
2022-07-14,-1,0.57,-1,-1
2022-07-14,-1,3.02,-1,-1
2022-07-15,-1,1.52,-1,-1
2022-07-15,-1,2.17,-1,-1
2022-07-15,-1,2.18,-1,-1
2022-07-15,-1,2.27,-1,-1
2022-07-15,-1,2.73,-1,-1
2022-07-15,-1,0.62,-1,-1
2022-07-15,-1,0.25,-1,-1
2022-07-15,-1,0.85,-1,-1
2022-07-15,-1,1.4,-1,-1
2022-07-15,-1,1.5,-1,-1
2022-07-16,-1,5.0,-1,-1
2022-07-16,-1,1.05,-1,-1
2022-07-16,-1,0.22,-1,-1
2022-07-16,-1,1.03,-1,-1
2022-07-16,-1,1.0,-1,-1
2022-07-16,-1,0.28,-1,-1
2022-07-16,-1,2.42,-1,-1
2022-07-16,-1,0.18,-1,-1
2022-07-16,-1,1.72,-1,-1
2022-07-16,-1,0.25,-1,-1
2022-07-17,-1,0.65,-1,-1
2022-07-17,-1,2.08,-1,-1
2022-07-17,-1,0.27,-1,-1
2022-07-17,-1,5.05,-1,-1
2022-07-17,-1,0.4,-1,-1
2022-07-17,-1,2.27,-1,-1
2022-07-17,-1,0.2,-1,-1
2022-07-17,-1,1.37,-1,-1
2022-07-17,-1,1.5,-1,-1
2022-07-17,-1,1.73,-1,-1
2022-07-17,-1,0.28,-1,-1
2022-07-18,-1,0.72,-1,-1
2022-07-18,-1,1.67,-1,-1
2022-07-18,-1,1.48,-1,-1
2022-07-18,-1,2.13,-1,-1
2022-07-18,-1,1.23,-1,-1
2022-07-18,-1,1.02,-1,-1
2022-07-18,-1,0.22,-1,-1
2022-07-19,-1,2.47,-1,-1
2022-07-19,-1,3.23,-1,-1
2022-07-19,-1,0.17,-1,-1
2022-07-19,-1,0.32,-1,-1
2022-07-19,-1,0.68,-1,-1
2022-07-19,-1,0.9,-1,-1
2022-07-19,-1,0.98,-1,-1
2022-07-20,-1,0.43,-1,-1
2022-07-20,-1,4.33,-1,-1
2022-07-20,-1,10.82,-1,-1
2022-07-20,-1,0.2,-1,-1
2022-07-20,-1,0.75,-1,-1
2022-07-20,-1,1.02,-1,-1
2022-07-20,-1,1.0,-1,-1
2022-07-20,-1,0.57,-1,-1
2022-07-20,-1,2.13,-1,-1
2022-07-20,-1,0.68,-1,-1
2022-07-20,-1,0.37,-1,-1
2022-07-21,-1,0.25,-1,-1
2022-07-21,-1,0.9,-1,-1
2022-07-21,-1,1.4,-1,-1
2022-07-21,-1,0.8,-1,-1
2022-07-21,-1,1.77,-1,-1
2022-07-21,-1,1.43,-1,-1
2022-07-21,-1,11.7,-1,-1
2022-07-21,-1,1.82,-1,-1
2022-07-21,-1,2.98,-1,-1
2022-07-21,-1,3.08,-1,-1
2022-07-21,-1,1.23,-1,-1
2022-07-21,-1,1.63,-1,-1
2022-07-21,-1,0.53,-1,-1
2022-07-22,-1,2.4,-1,-1
2022-07-22,-1,0.8,-1,-1
2022-07-22,-1,3.13,-1,-1
2022-07-22,-1,1.75,-1,-1
2022-07-22,-1,0.2,-1,-1
2022-07-22,-1,2.3,-1,-1
2022-07-22,-1,0.27,-1,-1
2022-07-22,-1,4.62,-1,-1
2022-07-22,-1,1.52,-1,-1
2022-07-22,-1,1.42,-1,-1
2022-07-22,-1,0.23,-1,-1
2022-07-23,-1,2.5,-1,-1
2022-07-23,-1,0.82,-1,-1
2022-07-23,-1,1.87,-1,-1
2022-07-23,-1,0.6,-1,-1
2022-07-23,-1,1.35,-1,-1
2022-07-23,-1,3.28,-1,-1
2022-07-23,-1,2.22,-1,-1
2022-07-23,-1,0.22,-1,-1
2022-07-23,-1,0.85,-1,-1
2022-07-24,-1,0.45,-1,-1
2022-07-24,-1,3.7,-1,-1
2022-07-24,-1,1.43,-1,-1
2022-07-24,-1,0.23,-1,-1
2022-07-24,-1,1.77,-1,-1
2022-07-24,-1,1.62,-1,-1
2022-07-25,-1,2.52,-1,-1
2022-07-25,-1,2.65,-1,-1
2022-07-25,-1,4.18,-1,-1
2022-07-25,-1,1.75,-1,-1
2022-07-25,-1,0.13,-1,-1
2022-07-25,-1,8.17,-1,-1
2022-07-25,-1,1.05,-1,-1
2022-07-25,-1,1.9,-1,-1
2022-07-25,-1,1.72,-1,-1
2022-07-25,-1,1.02,-1,-1
2022-07-26,-1,4.62,-1,-1
2022-07-26,-1,1.0,-1,-1
2022-07-26,-1,4.53,-1,-1
2022-07-26,-1,0.7,-1,-1
2022-07-26,-1,3.48,-1,-1
2022-07-26,-1,0.52,-1,-1
2022-07-26,-1,0.5,-1,-1
2022-07-26,-1,0.42,-1,-1
2022-07-26,-1,0.28,-1,-1
2022-07-26,-1,1.58,-1,-1
2022-07-26,-1,2.6,-1,-1
2022-07-26,-1,1.87,-1,-1
2022-07-26,-1,0.23,-1,-1
2022-07-26,-1,1.4,-1,-1
2022-07-26,-1,0.92,-1,-1
2022-07-27,-1,1.13,-1,-1
2022-07-27,-1,3.78,-1,-1
2022-07-27,-1,1.57,-1,-1
2022-07-27,-1,3.08,-1,-1
2022-07-27,-1,2.9,-1,-1
2022-07-27,-1,10.55,-1,-1
2022-07-27,-1,1.55,-1,-1
2022-07-27,-1,0.53,-1,-1
2022-07-27,-1,1.32,-1,-1
2022-07-27,-1,2.82,-1,-1
2022-07-27,-1,1.63,-1,-1
2022-07-27,-1,5.55,-1,-1
2022-07-27,-1,1.37,-1,-1
2022-07-28,-1,0.18,-1,-1
2022-07-28,-1,2.18,-1,-1
2022-07-28,-1,0.22,-1,-1
2022-07-28,-1,3.0,-1,-1
2022-07-28,-1,0.42,-1,-1
2022-07-28,-1,0.43,-1,-1
2022-07-28,-1,1.33,-1,-1
2022-07-29,-1,2.03,-1,-1
2022-07-29,-1,0.52,-1,-1
2022-07-29,-1,0.23,-1,-1
2022-07-29,-1,0.73,-1,-1
2022-07-29,-1,1.0,-1,-1
2022-07-29,-1,1.08,-1,-1
2022-07-29,-1,1.55,-1,-1
2022-07-29,-1,0.67,-1,-1
2022-07-30,-1,2.7,-1,-1
2022-07-30,-1,0.35,-1,-1
2022-07-30,-1,1.08,-1,-1
2022-07-30,-1,1.78,-1,-1
2022-07-30,-1,0.28,-1,-1
2022-07-30,-1,1.23,-1,-1
2022-07-30,-1,0.18,-1,-1
2022-07-30,-1,0.23,-1,-1
2022-07-31,-1,3.52,-1,-1
2022-07-31,-1,1.23,-1,-1
2022-07-31,-1,0.35,-1,-1
2022-07-31,-1,0.98,-1,-1
2022-07-31,-1,9.67,-1,-1
2022-07-31,-1,3.82,-1,-1
2022-07-31,-1,0.2,-1,-1
2022-07-31,-1,0.43,-1,-1
2022-08-01,-1,4.18,-1,-1
2022-08-01,-1,3.22,-1,-1
2022-08-01,-1,4.22,-1,-1
2022-08-01,-1,4.03,-1,-1
2022-08-01,-1,0.32,-1,-1
2022-08-01,-1,0.42,-1,-1
2022-08-01,-1,0.68,-1,-1
2022-08-01,-1,1.32,-1,-1
2022-08-01,-1,0.22,-1,-1
2022-08-02,-1,0.35,-1,-1
2022-08-02,-1,1.12,-1,-1
2022-08-02,-1,1.37,-1,-1
2022-08-02,-1,2.72,-1,-1
2022-08-02,-1,1.7,-1,-1
2022-08-02,-1,1.4,-1,-1
2022-08-02,-1,0.95,-1,-1
2022-08-02,-1,0.47,-1,-1
2022-08-02,-1,1.07,-1,-1
2022-08-02,-1,1.18,-1,-1
2022-08-03,-1,2.13,-1,-1
2022-08-03,-1,0.58,-1,-1
2022-08-03,-1,1.27,-1,-1
2022-08-03,-1,3.05,-1,-1
2022-08-03,-1,0.53,-1,-1
2022-08-03,-1,1.9,-1,-1
2022-08-03,-1,0.3,-1,-1
2022-08-04,-1,6.98,-1,-1
2022-08-04,-1,0.72,-1,-1
2022-08-04,-1,2.7,-1,-1
2022-08-05,-1,10.93,-1,-1
2022-08-05,-1,1.87,-1,-1
2022-08-05,-1,4.23,-1,-1
2022-08-05,-1,6.65,-1,-1
2022-08-05,-1,1.88,-1,-1
2022-08-05,-1,1.2,-1,-1
2022-08-05,-1,4.68,-1,-1
2022-08-05,-1,0.55,-1,-1
2022-08-05,-1,1.53,-1,-1
2022-08-05,-1,0.5,-1,-1
2022-08-06,-1,5.15,-1,-1
2022-08-06,-1,1.78,-1,-1
2022-08-06,-1,2.5,-1,-1
2022-08-06,-1,2.02,-1,-1
2022-08-06,-1,5.13,-1,-1
2022-08-06,-1,0.17,-1,-1
2022-08-06,-1,0.23,-1,-1
2022-08-06,-1,0.95,-1,-1
2022-08-06,-1,1.18,-1,-1
2022-08-06,-1,0.92,-1,-1
2022-08-06,-1,1.62,-1,-1
2022-08-06,-1,0.42,-1,-1
2022-08-07,-1,0.45,-1,-1
2022-08-07,-1,4.8,-1,-1
2022-08-07,-1,1.87,-1,-1
2022-08-07,-1,0.58,-1,-1
2022-08-07,-1,2.0,-1,-1
2022-08-07,-1,1.73,-1,-1
2022-08-07,-1,0.68,-1,-1
2022-08-07,-1,0.23,-1,-1
2022-08-07,-1,0.2,-1,-1
2022-08-07,-1,1.02,-1,-1
2022-08-07,-1,2.45,-1,-1
2022-08-07,-1,2.15,-1,-1
2022-08-07,-1,1.55,-1,-1
2022-08-08,-1,0.5,-1,-1
2022-08-08,-1,0.22,-1,-1
2022-08-08,-1,0.17,-1,-1
2022-08-08,-1,0.45,-1,-1
2022-08-08,-1,0.6,-1,-1
2022-08-08,-1,2.15,-1,-1
2022-08-08,-1,1.83,-1,-1
2022-08-08,-1,0.93,-1,-1
2022-08-08,-1,0.2,-1,-1
2022-08-08,-1,0.37,-1,-1
2022-08-09,-1,1.5,-1,-1
2022-08-09,-1,3.52,-1,-1
2022-08-09,-1,3.23,-1,-1
2022-08-09,-1,1.63,-1,-1
2022-08-09,-1,0.33,-1,-1
2022-08-09,-1,2.98,-1,-1
2022-08-09,-1,0.55,-1,-1
2022-08-09,-1,1.23,-1,-1
2022-08-09,-1,0.25,-1,-1
2022-08-10,-1,1.55,-1,-1
2022-08-10,-1,4.18,-1,-1
2022-08-10,-1,1.18,-1,-1
2022-08-10,-1,0.3,-1,-1
2022-08-10,-1,2.03,-1,-1
2022-08-10,-1,0.65,-1,-1
2022-08-10,-1,3.07,-1,-1
2022-08-10,-1,1.02,-1,-1
2022-08-10,-1,0.25,-1,-1
2022-08-10,-1,1.83,-1,-1
2022-08-11,-1,5.07,-1,-1
2022-08-11,-1,11.38,-1,-1
2022-08-11,-1,1.1,-1,-1
2022-08-11,-1,2.87,-1,-1
2022-08-11,-1,3.73,-1,-1
2022-08-11,-1,1.03,-1,-1
2022-08-11,-1,1.32,-1,-1
2022-08-11,-1,0.22,-1,-1
2022-08-12,-1,0.73,-1,-1
2022-08-12,-1,0.2,-1,-1
2022-08-12,-1,0.75,-1,-1
2022-08-12,-1,0.22,-1,-1
2022-08-13,-1,0.98,-1,-1
2022-08-13,-1,3.23,-1,-1
2022-08-13,-1,2.1,-1,-1
2022-08-13,-1,0.47,-1,-1
2022-08-13,-1,2.57,-1,-1
2022-08-13,-1,5.38,-1,-1
2022-08-13,-1,2.53,-1,-1
2022-08-13,-1,6.8,-1,-1
2022-08-13,-1,1.08,-1,-1
2022-08-13,-1,2.37,-1,-1
2022-08-14,-1,1.38,-1,-1
2022-08-14,-1,0.55,-1,-1
2022-08-14,-1,0.23,-1,-1
2022-08-14,-1,2.03,-1,-1
2022-08-14,-1,11.68,-1,-1
2022-08-14,-1,3.77,-1,-1
2022-08-14,-1,2.12,-1,-1
2022-08-14,-1,1.93,-1,-1
2022-08-14,-1,2.0,-1,-1
2022-08-15,-1,2.48,-1,-1
2022-08-15,-1,0.85,-1,-1
2022-08-15,-1,1.28,-1,-1
2022-08-15,-1,1.72,-1,-1
2022-08-15,-1,3.63,-1,-1
2022-08-15,-1,1.68,-1,-1
2022-08-15,-1,1.62,-1,-1
2022-08-15,-1,2.77,-1,-1
2022-08-16,-1,1.47,-1,-1
